Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,Sunland RV Resort Emerald Desert,385432,16428457,228285,7-Dec-19,Void: 01-ED Daily Charge - (07-Dec-19),Incorrect Entry,Lot-Daily,Ashley,,75
,Sunland RV Resort Emerald Desert,393725,16427982,235975,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Cancelled Reservation,Lot-Weekly,Becky,,64
,Sunland RV Resort Emerald Desert,393725,16427983,235975,7-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Becky,,1
,Sunland RV Resort Emerald Desert,393725,16427984,235975,7-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Becky,,-22.47
,Sunland RV Resort Emerald Desert,397153,16511927,238410,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Incorrect Entry,Lot-Weekly,Becky,,67
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 260 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,397153,16511928,238410,7-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Becky,,1
,Sunland RV Resort Emerald Desert,397153,16511929,238410,7-Dec-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Becky,,-22.77
,Sunland RV Resort Emerald Desert,385712,16352009,228519,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Cancelled Reservation,Lot-Weekly,Becky,,63
,Sunland RV Resort Emerald Desert,385712,16352010,228519,7-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Becky,,-23.67
,Sunland RV Resort Emerald Desert,377371,15906129,222223,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Cancelled Reservation,Lot-Weekly,Briana,,72
,Sunland RV Resort Emerald Desert,374692,15959019,220272,7-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Briana,,7.92
,Sunland RV Resort Emerald Desert,348109,14649823,200223,7-Dec-19,Void: 03A-ED Monthly - (07-Dec-19),Cancelled Reservation,Lot-Monthly,Darlene,,19.67
,Sunland RV Resort Emerald Desert,386637,16473816,229225,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Incorrect Entry,Lot-Weekly,Donelle,,79
,Sunland RV Resort Emerald Desert,385280,16110581,228169,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Incorrect Entry,Lot-Weekly,Jenn,,63
,Sunland RV Resort Emerald Desert,385280,16110582,228169,7-Dec-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-23.67
,Sunland RV Resort Emerald Desert,388539,16271692,230682,7-Dec-19,Void: ED-168: 02-ED Weekly Rate - (07-Dec-19),Incorrect Entry,Lot-Weekly,Jenn,,64
,Sunland RV Resort Emerald Desert,388539,16271693,230682,7-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,388539,16271694,230682,7-Dec-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-22.57
,Sunland RV Resort Emerald Desert,387584,16362160,229951,7-Dec-19,Void: ED-009: 02-ED Weekly Rate - (07-Dec-19),Incorrect Entry,Lot-Weekly,Jenn,,79
,Sunland RV Resort Emerald Desert,387584,16362161,229951,7-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,387584,16362162,229951,7-Dec-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,Jenn,,-35.8
,Sunland RV Resort Emerald Desert,394811,16433521,236733,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Incorrect Entry,Lot-Weekly,Jenn,,67
,Sunland RV Resort Emerald Desert,394811,16433522,236733,7-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,394811,16433523,236733,7-Dec-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-22.77
,Sunland RV Resort Emerald Desert,394434,16415390,236478,7-Dec-19,Void: 07-ED Parking/Storage - (07-Dec-19),Incorrect Entry,PARKING,Jenn,,0
,Sunland RV Resort Emerald Desert,394434,16493634,236478,7-Dec-19,Void: 07-ED Parking/Storage - (07-Dec-19),Incorrect Entry,PARKING,Jenn,,0
,Sunland RV Resort Emerald Desert,386920,16184272,229432,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Incorrect Entry,Lot-Weekly,Jenn,,69
,Sunland RV Resort Emerald Desert,383593,16059970,226932,7-Dec-19,Void: 06-ED Complimentary - (07-Dec-19),Incorrect Entry,ACTIVITIES,Jenn,,0
,Sunland RV Resort Emerald Desert,385274,16108875,228163,7-Dec-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,Jenn,,-36.53
,Sunland RV Resort Emerald Desert,385274,16109096,228163,7-Dec-19,Void: 01-ED Daily Charge - (07-Dec-19),Incorrect Entry,Lot-Daily,Jenn,,75
,Sunland RV Resort Emerald Desert,385274,16109097,228163,7-Dec-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,Jenn,,-36.53
,Sunland RV Resort Emerald Desert,385274,16108874,228163,7-Dec-19,Void: 01-ED Daily Charge - (07-Dec-19),Incorrect Entry,Lot-Daily,Jenn,,75
,Sunland RV Resort Emerald Desert,385274,16107872,228160,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Incorrect Entry,Lot-Weekly,Jenn,,69
,Sunland RV Resort Emerald Desert,385274,16107662,228160,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Incorrect Entry,Lot-Weekly,Jenn,,69
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 261 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,387697,16231205,230028,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Incorrect Entry,Lot-Weekly,Jenn,,63
,Sunland RV Resort Emerald Desert,387697,16231206,230028,7-Dec-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-22.47
,Sunland RV Resort Emerald Desert,390887,16309031,232783,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Incorrect Entry,Lot-Weekly,Karleene,,72.99
,Sunland RV Resort Emerald Desert,396114,16484769,237678,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Incorrect Entry,Lot-Weekly,Lee,,95
,Sunland RV Resort Emerald Desert,396114,16484770,237678,7-Dec-19,Void:    - Early Bird Special - Elite,Incorrect Entry,Internet Special,Lee,,-52.7
,Sunland RV Resort Emerald Desert,385696,16134708,228502,7-Dec-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Lee,,-22.28
,Sunland RV Resort Emerald Desert,386082,16160099,228814,7-Dec-19,Void: 01-ED Daily Charge - (07-Dec-19),Cancelled Reservation,Lot-Daily,Lindsay,,83
,Sunland RV Resort Emerald Desert,373069,15683215,219068,7-Dec-19,Void: 07-ED Parking/Storage - (07-Dec-19),Incorrect Entry,PARKING,Molly,,0
,Sunland RV Resort Emerald Desert,360333,15811200,209515,7-Dec-19,Void: 01-ED Daily Charge - (07-Dec-19),Cancelled Reservation,Lot-Daily,Molly,,99
,Sunland RV Resort Emerald Desert,360333,15811201,209515,7-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Molly,,1
,Sunland RV Resort Emerald Desert,360333,15811202,209515,7-Dec-19,Void:    - COA,Cancelled Reservation,Good Sam Discount,Molly,,-9.8
,Sunland RV Resort Emerald Desert,394589,16421922,236581,7-Dec-19,Void: 01-ED Daily Charge - (07-Dec-19),Incorrect Entry,Lot-Daily,NBalch,,87
,Sunland RV Resort Emerald Desert,394589,16421923,236581,7-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,385740,16137189,228540,7-Dec-19,Void: 07-ED Parking/Storage - (07-Dec-19),Incorrect Entry,PARKING,NBalch,,0
,Sunland RV Resort Emerald Desert,394588,16421828,236580,7-Dec-19,Void: 01-ED Daily Charge - (07-Dec-19),Incorrect Entry,Lot-Daily,NBalch,,87
,Sunland RV Resort Emerald Desert,394588,16421829,236580,7-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,394588,16421830,236580,7-Dec-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,NBalch,,-41.93
,Sunland RV Resort Emerald Desert,394194,16448000,236301,7-Dec-19,Void:    - Early Bird Special - Platinum,Cancelled Reservation,Internet Special,NBalch,,-62.93
,Sunland RV Resort Emerald Desert,394535,16423088,236546,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Incorrect Entry,Lot-Weekly,NBalch,,70
,Sunland RV Resort Emerald Desert,394535,16423089,236546,7-Dec-19,Void:    - 2 x Pets,Incorrect Entry,PETS,NBalch,,6
,Sunland RV Resort Emerald Desert,394535,16423090,236546,7-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,394194,16447997,236301,7-Dec-19,Void: 01-ED Daily Charge - (07-Dec-19),Cancelled Reservation,Lot-Daily,NBalch,,117
,Sunland RV Resort Emerald Desert,394194,16447998,236301,7-Dec-19,Void:    - 2 x Pets,Cancelled Reservation,PETS,NBalch,,6
,Sunland RV Resort Emerald Desert,394194,16447999,236301,7-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,394566,16420617,236565,7-Dec-19,Void: 01-ED Daily Charge - (07-Dec-19),Incorrect Entry,Lot-Daily,NBalch,,99
,Sunland RV Resort Emerald Desert,394566,16420618,236565,7-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,394566,16420619,236565,7-Dec-19,Void:    - Early Bird Special - Luxury,Incorrect Entry,Internet Special,NBalch,,-52.87
,Sunland RV Resort Emerald Desert,386056,16158691,228797,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Incorrect Entry,Lot-Weekly,NBalch,,69
,Sunland RV Resort Emerald Desert,394545,16420739,236552,7-Dec-19,Void: 01-ED Daily Charge - (07-Dec-19),Incorrect Entry,Lot-Daily,NBalch,,146
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 262 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,394545,16420740,236552,7-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,378822,16305350,223310,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Incorrect Entry,Lot-Weekly,NBalch,,72
,Sunland RV Resort Emerald Desert,366845,16175658,214489,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Cancelled Reservation,Lot-Weekly,NBalch,,63
,Sunland RV Resort Emerald Desert,366845,16175659,214489,7-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,NBalch,,6.93
,Sunland RV Resort Emerald Desert,387294,16208652,229714,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,64
,Sunland RV Resort Emerald Desert,387294,16208653,229714,7-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,4.92
,Sunland RV Resort Emerald Desert,387294,16208654,229714,7-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,387294,16208655,229714,7-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,0.11
,Sunland RV Resort Emerald Desert,387294,16208656,229714,7-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Olivia,,-18.3
,Sunland RV Resort Emerald Desert,387305,16209182,229725,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,64
,Sunland RV Resort Emerald Desert,387305,16209183,229725,7-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,387305,16209184,229725,7-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Olivia,,-22.47
,Sunland RV Resort Emerald Desert,394118,16398241,236246,7-Dec-19,Void: 01-ED Daily Charge - (07-Dec-19),Cancelled Reservation,Lot-Daily,Olivia,,84
,Sunland RV Resort Emerald Desert,394118,16398242,236246,7-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,394118,16398243,236246,7-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Olivia,,-41.63
,Sunland RV Resort Emerald Desert,388330,16257768,230511,7-Dec-19,Void: 01-ED Daily Charge - (07-Dec-19),Cancelled Reservation,Lot-Daily,Olivia,,94
,Sunland RV Resort Emerald Desert,388330,16257769,230511,7-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,10.23
,Sunland RV Resort Emerald Desert,388330,16257770,230511,7-Dec-19,Void:    - 1 x Children,Cancelled Reservation,ADDITIONAL OCUPNTS,Olivia,,2
,Sunland RV Resort Emerald Desert,388330,16257771,230511,7-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,388330,16257772,230511,7-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,0.11
,Sunland RV Resort Emerald Desert,388331,16257782,230513,7-Dec-19,Void: 01-ED Daily Charge - (07-Dec-19),Cancelled Reservation,Lot-Daily,Olivia,,92
,Sunland RV Resort Emerald Desert,388331,16257783,230513,7-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,10.01
,Sunland RV Resort Emerald Desert,388331,16257784,230513,7-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,388331,16257785,230513,7-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,0.11
,Sunland RV Resort Emerald Desert,388143,16244838,230365,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,64
,Sunland RV Resort Emerald Desert,388143,16244840,230365,7-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Olivia,,-22.47
,Sunland RV Resort Emerald Desert,388143,16244839,230365,7-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,390266,16285737,232274,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,79
,Sunland RV Resort Emerald Desert,390266,16285738,232274,7-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 263 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,387242,16204368,229672,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,64
,Sunland RV Resort Emerald Desert,387242,16204369,229672,7-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,390267,16284092,232276,7-Dec-19,Void:    - Early Bird Special - Deluxe,Cancelled Reservation,Internet Special,Olivia,,-2.29
,Sunland RV Resort Emerald Desert,390267,16284088,232276,7-Dec-19,Void: 01-ED Daily Charge - (07-Dec-19),Cancelled Reservation,Lot-Daily,Olivia,,92
,Sunland RV Resort Emerald Desert,390267,16284089,232276,7-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,9.76
,Sunland RV Resort Emerald Desert,390267,16284090,232276,7-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,390267,16284091,232276,7-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,0.11
,Sunland RV Resort Emerald Desert,393784,16383726,236018,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,79
,Sunland RV Resort Emerald Desert,393784,16383727,236018,7-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,387299,16209110,229719,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,64
,Sunland RV Resort Emerald Desert,387299,16209111,229719,7-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,396511,16492586,237964,7-Dec-19,Void: 01-ED Daily Charge - (07-Dec-19),Incorrect Entry,Lot-Daily,Olivia,,99
,Sunland RV Resort Emerald Desert,396511,16492587,237964,7-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,396511,16492588,237964,7-Dec-19,Void:    - Early Bird Special - Luxury,Incorrect Entry,Internet Special,Olivia,,-52.87
,Sunland RV Resort Emerald Desert,390640,16246772,230393,8-Dec-19,Void: 02-ED Weekly Rate - (08-Dec-19),Cancelled Reservation,Lot-Weekly,Amanda,,93
,Sunland RV Resort Emerald Desert,366772,15540336,214425,8-Dec-19,Void: 02-ED Weekly Rate - (08-Dec-19),Incorrect Entry,Lot-Weekly,Amanda,,42.58
,Sunland RV Resort Emerald Desert,380022,15984967,224236,8-Dec-19,Void: 02-ED Weekly Rate - (08-Dec-19),Cancelled Reservation,Lot-Weekly,Amanda,,62
,Sunland RV Resort Emerald Desert,384765,16230707,227792,8-Dec-19,Void: 07-ED Parking/Storage - (08-Dec-19),Cancelled Reservation,PARKING,Amanda,,0
,Sunland RV Resort Emerald Desert,384766,16230892,227793,8-Dec-19,Void: 07-ED Parking/Storage - (08-Dec-19),Cancelled Reservation,PARKING,Amanda,,0
,Sunland RV Resort Emerald Desert,385356,16115207,228231,8-Dec-19,Void: 02-ED Weekly Rate - (08-Dec-19),Cancelled Reservation,Lot-Weekly,Amanda,,62
,Sunland RV Resort Emerald Desert,385356,16115208,228231,8-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Amanda,,-23.67
,Sunland RV Resort Emerald Desert,368679,15984866,215820,8-Dec-19,Void: 02-ED Weekly Rate - (08-Dec-19),Cancelled Reservation,Lot-Weekly,Amanda,,62
,Sunland RV Resort Emerald Desert,368181,15510250,215449,8-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Amanda,,1.1
,Sunland RV Resort Emerald Desert,387288,16206045,229708,8-Dec-19,Void: 02-ED Weekly Rate - (08-Dec-19),Incorrect Entry,Lot-Weekly,Ashley,,82
,Sunland RV Resort Emerald Desert,387288,16206046,229708,8-Dec-19,Void:    - 2 x Pets,Incorrect Entry,PETS,Ashley,,6
,Sunland RV Resort Emerald Desert,387288,16206047,229708,8-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Ashley,,1
,Sunland RV Resort Emerald Desert,385432,16428458,228285,8-Dec-19,Void: 01-ED Daily Charge - (08-Dec-19),Incorrect Entry,Lot-Daily,Ashley,,73
,Sunland RV Resort Emerald Desert,385712,16352011,228519,8-Dec-19,Void: 02-ED Weekly Rate - (08-Dec-19),Cancelled Reservation,Lot-Weekly,Becky,,62
,Sunland RV Resort Emerald Desert,385712,16352012,228519,8-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Becky,,-23.67
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 264 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,397153,16511930,238410,8-Dec-19,Void: 02-ED Weekly Rate - (08-Dec-19),Incorrect Entry,Lot-Weekly,Becky,,61
,Sunland RV Resort Emerald Desert,397153,16511931,238410,8-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Becky,,1
,Sunland RV Resort Emerald Desert,397153,16511932,238410,8-Dec-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Becky,,-22.77
,Sunland RV Resort Emerald Desert,393725,16427985,235975,8-Dec-19,Void: 02-ED Weekly Rate - (08-Dec-19),Cancelled Reservation,Lot-Weekly,Becky,,61
,Sunland RV Resort Emerald Desert,393725,16427986,235975,8-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Becky,,1
,Sunland RV Resort Emerald Desert,393725,16427987,235975,8-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Becky,,-22.47
,Sunland RV Resort Emerald Desert,377371,15906130,222223,8-Dec-19,Void: 02-ED Weekly Rate - (08-Dec-19),Cancelled Reservation,Lot-Weekly,Briana,,70
,Sunland RV Resort Emerald Desert,374692,15959020,220272,8-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Briana,,7.7
,Sunland RV Resort Emerald Desert,348109,14649824,200223,8-Dec-19,Void: 03A-ED Monthly - (08-Dec-19),Cancelled Reservation,Lot-Monthly,Darlene,,19.67
,Sunland RV Resort Emerald Desert,386637,16473817,229225,8-Dec-19,Void: 02-ED Weekly Rate - (08-Dec-19),Incorrect Entry,Lot-Weekly,Donelle,,72
,Sunland RV Resort Emerald Desert,385280,16110583,228169,8-Dec-19,Void: 02-ED Weekly Rate - (08-Dec-19),Incorrect Entry,Lot-Weekly,Jenn,,62
,Sunland RV Resort Emerald Desert,385280,16110584,228169,8-Dec-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-23.67
,Sunland RV Resort Emerald Desert,388539,16271695,230682,8-Dec-19,Void: ED-168: 02-ED Weekly Rate - (08-Dec-19),Incorrect Entry,Lot-Weekly,Jenn,,61
