Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,Sunland RV Resort Emerald Desert,387305,16209178,229725,5-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Olivia,,-22.47
,Sunland RV Resort Emerald Desert,394118,16398235,236246,5-Dec-19,Void: 01-ED Daily Charge - (05-Dec-19),Cancelled Reservation,Lot-Daily,Olivia,,84
,Sunland RV Resort Emerald Desert,394118,16398236,236246,5-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,394118,16398237,236246,5-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Olivia,,-41.63
,Sunland RV Resort Emerald Desert,388143,16244833,230365,5-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,388143,16244834,230365,5-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Olivia,,-22.47
,Sunland RV Resort Emerald Desert,388143,16244832,230365,5-Dec-19,Void: 02-ED Weekly Rate - (05-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,61
,Sunland RV Resort Emerald Desert,390266,16285733,232274,5-Dec-19,Void: 02-ED Weekly Rate - (05-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,76
,Sunland RV Resort Emerald Desert,390266,16285734,232274,5-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,387242,16204364,229672,5-Dec-19,Void: 02-ED Weekly Rate - (05-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,61
,Sunland RV Resort Emerald Desert,387242,16204365,229672,5-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,390267,16284079,232276,5-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,9.76
,Sunland RV Resort Emerald Desert,390267,16284078,232276,5-Dec-19,Void: 01-ED Daily Charge - (05-Dec-19),Cancelled Reservation,Lot-Daily,Olivia,,92
,Sunland RV Resort Emerald Desert,390267,16284080,232276,5-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,390267,16284081,232276,5-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,0.11
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 255 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,390267,16284082,232276,5-Dec-19,Void:    - Early Bird Special - Deluxe,Cancelled Reservation,Internet Special,Olivia,,-2.29
,Sunland RV Resort Emerald Desert,393784,16383722,236018,5-Dec-19,Void: 02-ED Weekly Rate - (05-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,76
,Sunland RV Resort Emerald Desert,393784,16383723,236018,5-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,387299,16209106,229719,5-Dec-19,Void: 02-ED Weekly Rate - (05-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,61
,Sunland RV Resort Emerald Desert,387299,16209107,229719,5-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,396511,16492580,237964,5-Dec-19,Void: 01-ED Daily Charge - (05-Dec-19),Incorrect Entry,Lot-Daily,Olivia,,99
,Sunland RV Resort Emerald Desert,396511,16492581,237964,5-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,396511,16492582,237964,5-Dec-19,Void:    - Early Bird Special - Luxury,Incorrect Entry,Internet Special,Olivia,,-52.87
,Sunland RV Resort Emerald Desert,385356,16115203,228231,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Cancelled Reservation,Lot-Weekly,Amanda,,63
,Sunland RV Resort Emerald Desert,385356,16115204,228231,6-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Amanda,,-23.67
,Sunland RV Resort Emerald Desert,390640,16246770,230393,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Cancelled Reservation,Lot-Weekly,Amanda,,95
,Sunland RV Resort Emerald Desert,380022,15984965,224236,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Cancelled Reservation,Lot-Weekly,Amanda,,63
,Sunland RV Resort Emerald Desert,377561,16114654,222373,6-Dec-19,Void: Daily Fee-ED,Cancelled Reservation,Lot-Daily,Amanda,,74.2
,Sunland RV Resort Emerald Desert,377561,16114655,222373,6-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Amanda,,8.16
,Sunland RV Resort Emerald Desert,384765,16230705,227792,6-Dec-19,Void: 07-ED Parking/Storage - (06-Dec-19),Cancelled Reservation,PARKING,Amanda,,0
,Sunland RV Resort Emerald Desert,384766,16230890,227793,6-Dec-19,Void: 07-ED Parking/Storage - (06-Dec-19),Cancelled Reservation,PARKING,Amanda,,0
,Sunland RV Resort Emerald Desert,368679,15984864,215820,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Cancelled Reservation,Lot-Weekly,Amanda,,63
,Sunland RV Resort Emerald Desert,368181,15510248,215449,6-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Amanda,,1.1
,Sunland RV Resort Emerald Desert,366772,15540334,214425,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Incorrect Entry,Lot-Weekly,Amanda,,42.58
,Sunland RV Resort Emerald Desert,387288,16206039,229708,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Incorrect Entry,Lot-Weekly,Ashley,,85
,Sunland RV Resort Emerald Desert,387288,16206040,229708,6-Dec-19,Void:    - 2 x Pets,Incorrect Entry,PETS,Ashley,,6
,Sunland RV Resort Emerald Desert,387288,16206041,229708,6-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Ashley,,1
,Sunland RV Resort Emerald Desert,385432,16428456,228285,6-Dec-19,Void: 01-ED Daily Charge - (06-Dec-19),Incorrect Entry,Lot-Daily,Ashley,,75
,Sunland RV Resort Emerald Desert,385712,16352007,228519,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Cancelled Reservation,Lot-Weekly,Becky,,63
,Sunland RV Resort Emerald Desert,385712,16352008,228519,6-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Becky,,-23.67
,Sunland RV Resort Emerald Desert,397153,16511924,238410,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Incorrect Entry,Lot-Weekly,Becky,,67
,Sunland RV Resort Emerald Desert,397153,16511925,238410,6-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Becky,,1
,Sunland RV Resort Emerald Desert,397153,16511926,238410,6-Dec-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Becky,,-22.77
,Sunland RV Resort Emerald Desert,393725,16427979,235975,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Cancelled Reservation,Lot-Weekly,Becky,,64
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 256 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,393725,16427980,235975,6-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Becky,,1
,Sunland RV Resort Emerald Desert,393725,16427981,235975,6-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Becky,,-22.47
,Sunland RV Resort Emerald Desert,377371,15906128,222223,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Cancelled Reservation,Lot-Weekly,Briana,,72
,Sunland RV Resort Emerald Desert,374692,15959018,220272,6-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Briana,,7.92
,Sunland RV Resort Emerald Desert,348109,14649822,200223,6-Dec-19,Void: 03A-ED Monthly - (06-Dec-19),Cancelled Reservation,Lot-Monthly,Darlene,,19.67
,Sunland RV Resort Emerald Desert,386637,16473815,229225,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Incorrect Entry,Lot-Weekly,Donelle,,79
,Sunland RV Resort Emerald Desert,385280,16110579,228169,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Incorrect Entry,Lot-Weekly,Jenn,,63
,Sunland RV Resort Emerald Desert,385280,16110580,228169,6-Dec-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-23.67
,Sunland RV Resort Emerald Desert,388539,16271689,230682,6-Dec-19,Void: ED-168: 02-ED Weekly Rate - (06-Dec-19),Incorrect Entry,Lot-Weekly,Jenn,,64
,Sunland RV Resort Emerald Desert,388539,16271690,230682,6-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,388539,16271691,230682,6-Dec-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-22.57
,Sunland RV Resort Emerald Desert,387584,16362157,229951,6-Dec-19,Void: ED-009: 02-ED Weekly Rate - (06-Dec-19),Incorrect Entry,Lot-Weekly,Jenn,,79
,Sunland RV Resort Emerald Desert,387584,16362158,229951,6-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,387584,16362159,229951,6-Dec-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,Jenn,,-35.8
,Sunland RV Resort Emerald Desert,394811,16433518,236733,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Incorrect Entry,Lot-Weekly,Jenn,,67
,Sunland RV Resort Emerald Desert,394811,16433519,236733,6-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,394811,16433520,236733,6-Dec-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-22.77
,Sunland RV Resort Emerald Desert,394434,16493633,236478,6-Dec-19,Void: 07-ED Parking/Storage - (06-Dec-19),Incorrect Entry,PARKING,Jenn,,0
,Sunland RV Resort Emerald Desert,394434,16415389,236478,6-Dec-19,Void: 07-ED Parking/Storage - (06-Dec-19),Incorrect Entry,PARKING,Jenn,,0
,Sunland RV Resort Emerald Desert,386920,16184271,229432,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Incorrect Entry,Lot-Weekly,Jenn,,69
,Sunland RV Resort Emerald Desert,383593,16059969,226932,6-Dec-19,Void: 06-ED Complimentary - (06-Dec-19),Incorrect Entry,ACTIVITIES,Jenn,,0
,Sunland RV Resort Emerald Desert,387697,16231203,230028,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Incorrect Entry,Lot-Weekly,Jenn,,63
,Sunland RV Resort Emerald Desert,387697,16231204,230028,6-Dec-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Jenn,,-22.47
,Sunland RV Resort Emerald Desert,385274,16107661,228160,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Incorrect Entry,Lot-Weekly,Jenn,,69
,Sunland RV Resort Emerald Desert,385274,16107871,228160,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Incorrect Entry,Lot-Weekly,Jenn,,69
,Sunland RV Resort Emerald Desert,385274,16108872,228163,6-Dec-19,Void: 01-ED Daily Charge - (06-Dec-19),Incorrect Entry,Lot-Daily,Jenn,,75
,Sunland RV Resort Emerald Desert,385274,16108873,228163,6-Dec-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,Jenn,,-36.53
,Sunland RV Resort Emerald Desert,385274,16109094,228163,6-Dec-19,Void: 01-ED Daily Charge - (06-Dec-19),Incorrect Entry,Lot-Daily,Jenn,,75
,Sunland RV Resort Emerald Desert,385274,16109095,228163,6-Dec-19,Void:    - Early Bird Special - Deluxe,Incorrect Entry,Internet Special,Jenn,,-36.53
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 257 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,390887,16309030,232783,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Incorrect Entry,Lot-Weekly,Karleene,,72.99
,Sunland RV Resort Emerald Desert,396114,16484767,237678,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Incorrect Entry,Lot-Weekly,Lee,,95
,Sunland RV Resort Emerald Desert,396114,16484768,237678,6-Dec-19,Void:    - Early Bird Special - Elite,Incorrect Entry,Internet Special,Lee,,-52.7
,Sunland RV Resort Emerald Desert,385696,16134707,228502,6-Dec-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,Lee,,-22.28
,Sunland RV Resort Emerald Desert,386082,16160098,228814,6-Dec-19,Void: 01-ED Daily Charge - (06-Dec-19),Cancelled Reservation,Lot-Daily,Lindsay,,83
,Sunland RV Resort Emerald Desert,360333,15811197,209515,6-Dec-19,Void: 01-ED Daily Charge - (06-Dec-19),Cancelled Reservation,Lot-Daily,Molly,,99
,Sunland RV Resort Emerald Desert,360333,15811198,209515,6-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Molly,,1
,Sunland RV Resort Emerald Desert,360333,15811199,209515,6-Dec-19,Void:    - COA,Cancelled Reservation,Good Sam Discount,Molly,,-9.8
,Sunland RV Resort Emerald Desert,373069,15683214,219068,6-Dec-19,Void: 07-ED Parking/Storage - (06-Dec-19),Incorrect Entry,PARKING,Molly,,0
,Sunland RV Resort Emerald Desert,394589,16421920,236581,6-Dec-19,Void: 01-ED Daily Charge - (06-Dec-19),Incorrect Entry,Lot-Daily,NBalch,,87
,Sunland RV Resort Emerald Desert,394589,16421921,236581,6-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,385740,16137188,228540,6-Dec-19,Void: 07-ED Parking/Storage - (06-Dec-19),Incorrect Entry,PARKING,NBalch,,0
,Sunland RV Resort Emerald Desert,394535,16423087,236546,6-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,394535,16423085,236546,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Incorrect Entry,Lot-Weekly,NBalch,,73
,Sunland RV Resort Emerald Desert,394535,16423086,236546,6-Dec-19,Void:    - 2 x Pets,Incorrect Entry,PETS,NBalch,,6
,Sunland RV Resort Emerald Desert,394588,16421825,236580,6-Dec-19,Void: 01-ED Daily Charge - (06-Dec-19),Incorrect Entry,Lot-Daily,NBalch,,87
,Sunland RV Resort Emerald Desert,394588,16421826,236580,6-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,394588,16421827,236580,6-Dec-19,Void:    - Early Bird Special - Premium,Incorrect Entry,Internet Special,NBalch,,-41.93
,Sunland RV Resort Emerald Desert,394194,16447993,236301,6-Dec-19,Void: 01-ED Daily Charge - (06-Dec-19),Cancelled Reservation,Lot-Daily,NBalch,,117
,Sunland RV Resort Emerald Desert,394194,16447994,236301,6-Dec-19,Void:    - 2 x Pets,Cancelled Reservation,PETS,NBalch,,6
,Sunland RV Resort Emerald Desert,394194,16447995,236301,6-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,394194,16447996,236301,6-Dec-19,Void:    - Early Bird Special - Platinum,Cancelled Reservation,Internet Special,NBalch,,-62.83
,Sunland RV Resort Emerald Desert,386056,16158690,228797,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Incorrect Entry,Lot-Weekly,NBalch,,69
,Sunland RV Resort Emerald Desert,394545,16420737,236552,6-Dec-19,Void: 01-ED Daily Charge - (06-Dec-19),Incorrect Entry,Lot-Daily,NBalch,,146
,Sunland RV Resort Emerald Desert,394545,16420738,236552,6-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,394566,16420614,236565,6-Dec-19,Void: 01-ED Daily Charge - (06-Dec-19),Incorrect Entry,Lot-Daily,NBalch,,99
,Sunland RV Resort Emerald Desert,394566,16420615,236565,6-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,NBalch,,1
,Sunland RV Resort Emerald Desert,394566,16420616,236565,6-Dec-19,Void:    - Early Bird Special - Luxury,Incorrect Entry,Internet Special,NBalch,,-52.87
,Sunland RV Resort Emerald Desert,378822,16305349,223310,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Incorrect Entry,Lot-Weekly,NBalch,,72
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 258 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,366845,16175656,214489,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Cancelled Reservation,Lot-Weekly,NBalch,,63
,Sunland RV Resort Emerald Desert,366845,16175657,214489,6-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,NBalch,,6.93
,Sunland RV Resort Emerald Desert,387294,16208647,229714,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,64
,Sunland RV Resort Emerald Desert,387294,16208648,229714,6-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,4.92
,Sunland RV Resort Emerald Desert,387294,16208649,229714,6-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,387294,16208650,229714,6-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,0.11
,Sunland RV Resort Emerald Desert,387294,16208651,229714,6-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Olivia,,-18.3
,Sunland RV Resort Emerald Desert,387305,16209179,229725,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,64
,Sunland RV Resort Emerald Desert,387305,16209180,229725,6-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,387305,16209181,229725,6-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Olivia,,-22.47
,Sunland RV Resort Emerald Desert,394118,16398238,236246,6-Dec-19,Void: 01-ED Daily Charge - (06-Dec-19),Cancelled Reservation,Lot-Daily,Olivia,,84
,Sunland RV Resort Emerald Desert,394118,16398239,236246,6-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,394118,16398240,236246,6-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Olivia,,-41.63
,Sunland RV Resort Emerald Desert,388330,16257763,230511,6-Dec-19,Void: 01-ED Daily Charge - (06-Dec-19),Cancelled Reservation,Lot-Daily,Olivia,,94
,Sunland RV Resort Emerald Desert,388330,16257764,230511,6-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,10.23
,Sunland RV Resort Emerald Desert,388330,16257765,230511,6-Dec-19,Void:    - 1 x Children,Cancelled Reservation,ADDITIONAL OCUPNTS,Olivia,,2
,Sunland RV Resort Emerald Desert,388330,16257766,230511,6-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,388330,16257767,230511,6-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,0.11
,Sunland RV Resort Emerald Desert,388331,16257778,230513,6-Dec-19,Void: 01-ED Daily Charge - (06-Dec-19),Cancelled Reservation,Lot-Daily,Olivia,,92
,Sunland RV Resort Emerald Desert,388331,16257779,230513,6-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,10.01
,Sunland RV Resort Emerald Desert,388331,16257780,230513,6-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,388331,16257781,230513,6-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,0.11
,Sunland RV Resort Emerald Desert,388143,16244835,230365,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,64
,Sunland RV Resort Emerald Desert,388143,16244836,230365,6-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,388143,16244837,230365,6-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Olivia,,-22.47
,Sunland RV Resort Emerald Desert,387242,16204366,229672,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,64
,Sunland RV Resort Emerald Desert,387242,16204367,229672,6-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,390266,16285735,232274,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,79
,Sunland RV Resort Emerald Desert,390266,16285736,232274,6-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 259 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,390267,16284083,232276,6-Dec-19,Void: 01-ED Daily Charge - (06-Dec-19),Cancelled Reservation,Lot-Daily,Olivia,,92
,Sunland RV Resort Emerald Desert,390267,16284084,232276,6-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,9.76
,Sunland RV Resort Emerald Desert,390267,16284085,232276,6-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,390267,16284086,232276,6-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Olivia,,0.11
,Sunland RV Resort Emerald Desert,390267,16284087,232276,6-Dec-19,Void:    - Early Bird Special - Deluxe,Cancelled Reservation,Internet Special,Olivia,,-2.29
,Sunland RV Resort Emerald Desert,396511,16492583,237964,6-Dec-19,Void: 01-ED Daily Charge - (06-Dec-19),Incorrect Entry,Lot-Daily,Olivia,,99
,Sunland RV Resort Emerald Desert,396511,16492584,237964,6-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,396511,16492585,237964,6-Dec-19,Void:    - Early Bird Special - Luxury,Incorrect Entry,Internet Special,Olivia,,-52.87
,Sunland RV Resort Emerald Desert,387299,16209108,229719,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,64
,Sunland RV Resort Emerald Desert,387299,16209109,229719,6-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,393784,16383724,236018,6-Dec-19,Void: 02-ED Weekly Rate - (06-Dec-19),Cancelled Reservation,Lot-Weekly,Olivia,,79
,Sunland RV Resort Emerald Desert,393784,16383725,236018,6-Dec-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Olivia,,1
,Sunland RV Resort Emerald Desert,366772,15540335,214425,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Incorrect Entry,Lot-Weekly,Amanda,,42.58
,Sunland RV Resort Emerald Desert,368181,15510249,215449,7-Dec-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Amanda,,1.1
,Sunland RV Resort Emerald Desert,368679,15984865,215820,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Cancelled Reservation,Lot-Weekly,Amanda,,63
,Sunland RV Resort Emerald Desert,385356,16115205,228231,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Cancelled Reservation,Lot-Weekly,Amanda,,63
,Sunland RV Resort Emerald Desert,385356,16115206,228231,7-Dec-19,Void:    - Early Bird Special - Premium,Cancelled Reservation,Internet Special,Amanda,,-23.67
,Sunland RV Resort Emerald Desert,384766,16230891,227793,7-Dec-19,Void: 07-ED Parking/Storage - (07-Dec-19),Cancelled Reservation,PARKING,Amanda,,0
,Sunland RV Resort Emerald Desert,384765,16230706,227792,7-Dec-19,Void: 07-ED Parking/Storage - (07-Dec-19),Cancelled Reservation,PARKING,Amanda,,0
,Sunland RV Resort Emerald Desert,380022,15984966,224236,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Cancelled Reservation,Lot-Weekly,Amanda,,63
,Sunland RV Resort Emerald Desert,390640,16246771,230393,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Cancelled Reservation,Lot-Weekly,Amanda,,95
,Sunland RV Resort Emerald Desert,387288,16206042,229708,7-Dec-19,Void: 02-ED Weekly Rate - (07-Dec-19),Incorrect Entry,Lot-Weekly,Ashley,,85
,Sunland RV Resort Emerald Desert,387288,16206043,229708,7-Dec-19,Void:    - 2 x Pets,Incorrect Entry,PETS,Ashley,,6
,Sunland RV Resort Emerald Desert,387288,16206044,229708,7-Dec-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Ashley,,1
